REF;DESIGNATION;COLOR;SIZE;COLOR CODE;SIZE CODE;QUANTITY;BARCODE;SKU;GS1_EAN13
SP303;Eco-friendly men's dropped shoulders raw edge collar slub t-Shirt;White;XXL;93558;93554;0;;SP303_93558_93554;3663938718910
SP303;Eco-friendly men's dropped shoulders raw edge collar slub t-Shirt;White;3XL;93558;93555;0;;SP303_93558_93555;3663938718941
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;Antique Rose;XS;93564;93559;0;;SP304_93564_93559;3663938718958
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;Antique Rose;S;93564;93560;0;;SP304_93564_93560;3663938718989
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;Antique Rose;M;93564;93561;0;;SP304_93564_93561;3663938719016
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;Antique Rose;L;93564;93562;0;;SP304_93564_93562;3663938719047
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;Antique Rose;XL;93564;93563;0;;SP304_93564_93563;3663938719078
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;Black;XS;93565;93559;0;;SP304_93565_93559;3663938718965
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;Black;S;93565;93560;0;;SP304_93565_93560;3663938718996
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;Black;M;93565;93561;0;;SP304_93565_93561;3663938719023
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;Black;L;93565;93562;0;;SP304_93565_93562;3663938719054
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;Black;XL;93565;93563;0;;SP304_93565_93563;3663938719085
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;White;XS;93566;93559;0;;SP304_93566_93559;3663938718972
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;White;S;93566;93560;0;;SP304_93566_93560;3663938719009
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;White;M;93566;93561;0;;SP304_93566_93561;3663938719030
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;White;L;93566;93562;0;;SP304_93566_93562;3663938719061
SP304;Eco-friendly Ladies' Oversize Slub T-shirt;White;XL;93566;93563;0;;SP304_93566_93563;3663938719092
SP320;Men's linen t-shirt;Black;S;92053;92047;132;;SP320_92053_92047;3663938678931
SP320;Men's linen t-shirt;Black;M;92053;92048;391;;SP320_92053_92048;3663938678986
SP320;Men's linen t-shirt;Black;L;92053;92049;411;;SP320_92053_92049;3663938679037
SP320;Men's linen t-shirt;Black;XL;92053;92050;165;;SP320_92053_92050;3663938679082
SP320;Men's linen t-shirt;Black;XXL;92053;92051;0;;SP320_92053_92051;3663938679136
SP320;Men's linen t-shirt;Black;3XL;92053;92052;0;;SP320_92053_92052;3663938679181
SP320;Men's linen t-shirt;Ivory;S;92054;92047;37;;SP320_92054_92047;3663938678948
SP320;Men's linen t-shirt;Ivory;M;92054;92048;266;;SP320_92054_92048;3663938678993
SP320;Men's linen t-shirt;Ivory;L;92054;92049;175;;SP320_92054_92049;3663938679044
SP320;Men's linen t-shirt;Ivory;XL;92054;92050;0;;SP320_92054_92050;3663938679099
SP320;Men's linen t-shirt;Ivory;XXL;92054;92051;0;;SP320_92054_92051;3663938679143
SP320;Men's linen t-shirt;Ivory;3XL;92054;92052;0;;SP320_92054_92052;3663938679198
SP320;Men's linen t-shirt;Light Olive Green;S;92055;92047;;;SP320_92055_92047;3663938613444
SP320;Men's linen t-shirt;Light Olive Green;M;92055;92048;;;SP320_92055_92048;3663938613437
SP320;Men's linen t-shirt;Light Olive Green;L;92055;92049;;;SP320_92055_92049;3663938613420
SP320;Men's linen t-shirt;Light Olive Green;XL;92055;92050;;;SP320_92055_92050;3663938613451
SP320;Men's linen t-shirt;Light Olive Green;XXL;92055;92051;;;SP320_92055_92051;3663938613468
SP320;Men's linen t-shirt;Light Olive Green;3XL;92055;92052;;;SP320_92055_92052;3663938613413
SP320;Men's linen t-shirt;Navy Blue;S;92056;92047;106;;SP320_92056_92047;3663938678955
SP320;Men's linen t-shirt;Navy Blue;M;92056;92048;403;;SP320_92056_92048;3663938679006
SP320;Men's linen t-shirt;Navy Blue;L;92056;92049;386;;SP320_92056_92049;3663938679051
SP320;Men's linen t-shirt;Navy Blue;XL;92056;92050;194;;SP320_92056_92050;3663938679105
SP320;Men's linen t-shirt;Navy Blue;XXL;92056;92051;42;;SP320_92056_92051;3663938679150
SP320;Men's linen t-shirt;Navy Blue;3XL;92056;92052;0;;SP320_92056_92052;3663938679204
SP320;Men's linen t-shirt;Organic Khaki;S;92057;92047;61;;SP320_92057_92047;3663938678962
SP320;Men's linen t-shirt;Organic Khaki;M;92057;92048;394;;SP320_92057_92048;3663938679013
SP320;Men's linen t-shirt;Organic Khaki;L;92057;92049;324;;SP320_92057_92049;3663938679068
SP320;Men's linen t-shirt;Organic Khaki;XL;92057;92050;129;;SP320_92057_92050;3663938679112
SP320;Men's linen t-shirt;Organic Khaki;XXL;92057;92051;0;;SP320_92057_92051;3663938679167
SP320;Men's linen t-shirt;Organic Khaki;3XL;92057;92052;17;;SP320_92057_92052;3663938679211
SP320;Men's linen t-shirt;Peacock Blue;S;92058;92047;0;;SP320_92058_92047;3663938678979
SP320;Men's linen t-shirt;Peacock Blue;M;92058;92048;0;;SP320_92058_92048;3663938679020
SP320;Men's linen t-shirt;Peacock Blue;L;92058;92049;0;;SP320_92058_92049;3663938679075
SP320;Men's linen t-shirt;Peacock Blue;XL;92058;92050;0;;SP320_92058_92050;3663938679129
SP320;Men's linen t-shirt;Peacock Blue;XXL;92058;92051;0;;SP320_92058_92051;3663938679174
SP320;Men's linen t-shirt;Peacock Blue;3XL;92058;92052;0;;SP320_92058_92052;3663938679228
SP320;Men's linen t-shirt;Stone Grey;S;92059;92047;;;SP320_92059_92047;3663938613505
SP320;Men's linen t-shirt;Stone Grey;M;92059;92048;;;SP320_92059_92048;3663938613499
SP320;Men's linen t-shirt;Stone Grey;L;92059;92049;;;SP320_92059_92049;3663938613482
SP320;Men's linen t-shirt;Stone Grey;XL;92059;92050;;;SP320_92059_92050;3663938613512
SP320;Men's linen t-shirt;Stone Grey;XXL;92059;92051;;;SP320_92059_92051;3663938613529
SP320;Men's linen t-shirt;Stone Grey;3XL;92059;92052;;;SP320_92059_92052;3663938613475
SP321;Ladies' V-neck linen t-shirt;Black;XS;92066;92060;0;;SP321_92066_92060;3663938678313
SP321;Ladies' V-neck linen t-shirt;Black;S;92066;92061;338;;SP321_92066_92061;3663938678368
SP321;Ladies' V-neck linen t-shirt;Black;M;92066;92062;219;;SP321_92066_92062;3663938678412
SP321;Ladies' V-neck linen t-shirt;Black;L;92066;92063;147;;SP321_92066_92063;3663938678467
SP321;Ladies' V-neck linen t-shirt;Black;XL;92066;92064;0;;SP321_92066_92064;3663938678511
SP321;Ladies' V-neck linen t-shirt;Black;XXL;92066;92065;0;;SP321_92066_92065;3663938678566
SP321;Ladies' V-neck linen t-shirt;Ivory;XS;92067;92060;0;;SP321_92067_92060;3663938678320
SP321;Ladies' V-neck linen t-shirt;Ivory;S;92067;92061;107;;SP321_92067_92061;3663938678375
SP321;Ladies' V-neck linen t-shirt;Ivory;M;92067;92062;64;;SP321_92067_92062;3663938678429
SP321;Ladies' V-neck linen t-shirt;Ivory;L;92067;92063;47;;SP321_92067_92063;3663938678474
SP321;Ladies' V-neck linen t-shirt;Ivory;XL;92067;92064;0;;SP321_92067_92064;3663938678528
SP321;Ladies' V-neck linen t-shirt;Ivory;XXL;92067;92065;0;;SP321_92067_92065;3663938678573
SP321;Ladies' V-neck linen t-shirt;Light Olive Green;XS;92068;92060;;;SP321_92068_92060;3663938613697
SP321;Ladies' V-neck linen t-shirt;Light Olive Green;S;92068;92061;;;SP321_92068_92061;3663938613673
SP321;Ladies' V-neck linen t-shirt;Light Olive Green;M;92068;92062;;;SP321_92068_92062;3663938613666
SP321;Ladies' V-neck linen t-shirt;Light Olive Green;L;92068;92063;;;SP321_92068_92063;3663938613659
SP321;Ladies' V-neck linen t-shirt;Light Olive Green;XL;92068;92064;;;SP321_92068_92064;3663938613680
SP321;Ladies' V-neck linen t-shirt;Light Olive Green;XXL;92068;92065;;;SP321_92068_92065;3663938613703
SP321;Ladies' V-neck linen t-shirt;Navy Blue;XS;92069;92060;123;;SP321_92069_92060;3663938678337
SP321;Ladies' V-neck linen t-shirt;Navy Blue;S;92069;92061;259;;SP321_92069_92061;3663938678382
SP321;Ladies' V-neck linen t-shirt;Navy Blue;M;92069;92062;362;;SP321_92069_92062;3663938678436
SP321;Ladies' V-neck linen t-shirt;Navy Blue;L;92069;92063;125;;SP321_92069_92063;3663938678481
SP321;Ladies' V-neck linen t-shirt;Navy Blue;XL;92069;92064;0;;SP321_92069_92064;3663938678535
SP321;Ladies' V-neck linen t-shirt;Navy Blue;XXL;92069;92065;0;;SP321_92069_92065;3663938678580
SP321;Ladies' V-neck linen t-shirt;Organic Khaki;XS;92070;92060;0;;SP321_92070_92060;3663938678344
SP321;Ladies' V-neck linen t-shirt;Organic Khaki;S;92070;92061;103;;SP321_92070_92061;3663938678399
SP321;Ladies' V-neck linen t-shirt;Organic Khaki;M;92070;92062;219;;SP321_92070_92062;3663938678443
SP321;Ladies' V-neck linen t-shirt;Organic Khaki;L;92070;92063;107;;SP321_92070_92063;3663938678498
SP321;Ladies' V-neck linen t-shirt;Organic Khaki;XL;92070;92064;0;;SP321_92070_92064;3663938678542
SP321;Ladies' V-neck linen t-shirt;Organic Khaki;XXL;92070;92065;8;;SP321_92070_92065;3663938678597
SP321;Ladies' V-neck linen t-shirt;Peacock Blue;XS;92071;92060;14;;SP321_92071_92060;3663938678351
SP321;Ladies' V-neck linen t-shirt;Peacock Blue;S;92071;92061;180;;SP321_92071_92061;3663938678405
SP321;Ladies' V-neck linen t-shirt;Peacock Blue;M;92071;92062;101;;SP321_92071_92062;3663938678450
SP321;Ladies' V-neck linen t-shirt;Peacock Blue;L;92071;92063;2;;SP321_92071_92063;3663938678504
SP321;Ladies' V-neck linen t-shirt;Peacock Blue;XL;92071;92064;0;;SP321_92071_92064;3663938678559
SP321;Ladies' V-neck linen t-shirt;Peacock Blue;XXL;92071;92065;0;;SP321_92071_92065;3663938678603
SP321;Ladies' V-neck linen t-shirt;Stone Grey;XS;92072;92060;;;SP321_92072_92060;3663938613758
SP321;Ladies' V-neck linen t-shirt;Stone Grey;S;92072;92061;;;SP321_92072_92061;3663938613734
SP321;Ladies' V-neck linen t-shirt;Stone Grey;M;92072;92062;;;SP321_92072_92062;3663938613727
SP321;Ladies' V-neck linen t-shirt;Stone Grey;L;92072;92063;;;SP321_92072_92063;3663938613710
SP321;Ladies' V-neck linen t-shirt;Stone Grey;XL;92072;92064;;;SP321_92072_92064;3663938613741
SP321;Ladies' V-neck linen t-shirt;Stone Grey;XXL;92072;92065;;;SP321_92072_92065;3663938613765
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Almond Green;XS;92080;92073;0;;SP325_92080_92073;3663938318622
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Almond Green;S;92080;92074;0;;SP325_92080_92074;3663938318608
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Almond Green;M;92080;92075;177;;SP325_92080_92075;3663938318592
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Almond Green;L;92080;92076;454;;SP325_92080_92076;3663938318585
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Almond Green;XL;92080;92077;0;;SP325_92080_92077;3663938318615
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Almond Green;XXL;92080;92078;0;;SP325_92080_92078;3663938318639
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Almond Green;3XL;92080;92079;29;;SP325_92080_92079;3663938318578
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Ivory;XS;92081;92073;102;;SP325_92081_92073;3663938318691
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Ivory;S;92081;92074;32;;SP325_92081_92074;3663938318677
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Ivory;M;92081;92075;778;;SP325_92081_92075;3663938318660
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Ivory;L;92081;92076;1569;;SP325_92081_92076;3663938318653
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Ivory;XL;92081;92077;398;;SP325_92081_92077;3663938318684
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Ivory;XXL;92081;92078;199;;SP325_92081_92078;3663938318707
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Ivory;3XL;92081;92079;35;;SP325_92081_92079;3663938318646
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Navy Blue;XS;92082;92073;310;;SP325_92082_92073;3663938318769
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Navy Blue;S;92082;92074;744;;SP325_92082_92074;3663938318745
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Navy Blue;M;92082;92075;1546;;SP325_92082_92075;3663938318738
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Navy Blue;L;92082;92076;1832;;SP325_92082_92076;3663938318721
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Navy Blue;XL;92082;92077;554;;SP325_92082_92077;3663938318752
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Navy Blue;XXL;92082;92078;158;;SP325_92082_92078;3663938318776
SP325;Eco-friendly unisex organic cotton and linen t-shirt;Navy Blue;3XL;92082;92079;0;;SP325_92082_92079;3663938318714
SP343;Ladies' linen tank top;Black;XS;91710;91705;0;;SP343_91710_91705;3663938621296
SP343;Ladies' linen tank top;Black;S;91710;91706;0;;SP343_91710_91706;3663938621272
SP343;Ladies' linen tank top;Black;M;91710;91707;0;;SP343_91710_91707;3663938621265
SP343;Ladies' linen tank top;Black;L;91710;91708;0;;SP343_91710_91708;3663938621258
SP343;Ladies' linen tank top;Black;XL;91710;91709;0;;SP343_91710_91709;3663938621289
SP343;Ladies' linen tank top;Ivory;XS;91711;91705;0;;SP343_91711_91705;3663938621340
SP343;Ladies' linen tank top;Ivory;S;91711;91706;0;;SP343_91711_91706;3663938621326
SP343;Ladies' linen tank top;Ivory;M;91711;91707;0;;SP343_91711_91707;3663938621319
SP343;Ladies' linen tank top;Ivory;L;91711;91708;0;;SP343_91711_91708;3663938621302
SP343;Ladies' linen tank top;Ivory;XL;91711;91709;0;;SP343_91711_91709;3663938621333
SP343;Ladies' linen tank top;Organic Khaki;XS;91712;91705;0;;SP343_91712_91705;3663938621395
SP343;Ladies' linen tank top;Organic Khaki;S;91712;91706;0;;SP343_91712_91706;3663938621371
SP343;Ladies' linen tank top;Organic Khaki;M;91712;91707;0;;SP343_91712_91707;3663938621364
SP343;Ladies' linen tank top;Organic Khaki;L;91712;91708;0;;SP343_91712_91708;3663938621357
SP343;Ladies' linen tank top;Organic Khaki;XL;91712;91709;0;;SP343_91712_91709;3663938621388
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Black;XS;96264;96257;0;;SP403_96264_96257;3663639145176
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Black;S;96264;96258;0;;SP403_96264_96258;3663639145152
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Black;M;96264;96259;0;;SP403_96264_96259;3663639145145
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Black;L;96264;96260;0;;SP403_96264_96260;3663639145138
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Black;XL;96264;96261;0;;SP403_96264_96261;3663639145169
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Black;XXL;96264;96262;0;;SP403_96264_96262;3663639145183
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Black;3XL;96264;96263;0;;SP403_96264_96263;3663639145121
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Forest Khaki;XS;96265;96257;0;;SP403_96265_96257;3663639148832
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Forest Khaki;S;96265;96258;0;;SP403_96265_96258;3663639148818
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Forest Khaki;M;96265;96259;0;;SP403_96265_96259;3663639148801
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Forest Khaki;L;96265;96260;0;;SP403_96265_96260;3663639148795
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Forest Khaki;XL;96265;96261;0;;SP403_96265_96261;3663639148825
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Forest Khaki;XXL;96265;96262;0;;SP403_96265_96262;3663639148849
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Forest Khaki;3XL;96265;96263;0;;SP403_96265_96263;3663639148788
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Wet Sand;XS;96268;96257;0;;SP403_96268_96257;3663639148900
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Wet Sand;S;96268;96258;0;;SP403_96268_96258;3663639148887
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Wet Sand;M;96268;96259;0;;SP403_96268_96259;3663639148870
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Wet Sand;L;96268;96260;0;;SP403_96268_96260;3663639148863
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Wet Sand;XL;96268;96261;0;;SP403_96268_96261;3663639148894
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Wet Sand;XXL;96268;96262;0;;SP403_96268_96262;3663639148917
SP403;Unisex sherpa dropped shoulders quarter zip sweatshirt;Wet Sand;3XL;96268;96263;0;;SP403_96268_96263;3663639148856
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Black;XS;96680;96673;0;;SP404_96680_96673;3663639145381
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Black;S;96680;96674;0;;SP404_96680_96674;3663639145367
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Black;M;96680;96675;0;;SP404_96680_96675;3663639145350
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Black;L;96680;96676;0;;SP404_96680_96676;3663639145343
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Black;XL;96680;96677;0;;SP404_96680_96677;3663639145374
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Black;XXL;96680;96678;0;;SP404_96680_96678;3663639145398
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Black;3XL;96680;96679;0;;SP404_96680_96679;3663639145336
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Forest Khaki;XS;96681;96673;0;;SP404_96681_96673;3663639148979
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Forest Khaki;S;96681;96674;0;;SP404_96681_96674;3663639148955
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Forest Khaki;M;96681;96675;0;;SP404_96681_96675;3663639148948
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Forest Khaki;L;96681;96676;0;;SP404_96681_96676;3663639148931
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Forest Khaki;XL;96681;96677;0;;SP404_96681_96677;3663639148962
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Forest Khaki;XXL;96681;96678;0;;SP404_96681_96678;3663639148986
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Forest Khaki;3XL;96681;96679;0;;SP404_96681_96679;3663639148924
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Wet Sand;XS;96684;96673;0;;SP404_96684_96673;3663639149044
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Wet Sand;S;96684;96674;0;;SP404_96684_96674;3663639149020
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Wet Sand;M;96684;96675;0;;SP404_96684_96675;3663639149013
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Wet Sand;L;96684;96676;0;;SP404_96684_96676;3663639149006
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Wet Sand;XL;96684;96677;0;;SP404_96684_96677;3663639149037
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Wet Sand;XXL;96684;96678;0;;SP404_96684_96678;3663639149051
SP404;Unisex sherpa dropped shoulders full zip sweatshirt;Wet Sand;3XL;96684;96679;0;;SP404_96684_96679;3663639148993
SP5004;Ladie's linen knit short-sleeved jumpsuit;Black;XS;89400;89395;3;;SP5004_89400_89395;3663938626246
SP5004;Ladie's linen knit short-sleeved jumpsuit;Black;S;89400;89396;0;;SP5004_89400_89396;3663938626260
SP5004;Ladie's linen knit short-sleeved jumpsuit;Black;M;89400;89397;0;;SP5004_89400_89397;3663938626284
SP5004;Ladie's linen knit short-sleeved jumpsuit;Black;L;89400;89398;0;;SP5004_89400_89398;3663938626307
SP5004;Ladie's linen knit short-sleeved jumpsuit;Black;XL;89400;89399;4;;SP5004_89400_89399;3663938626321
SP5004;Ladie's linen knit short-sleeved jumpsuit;Organic Khaki;XS;89401;89395;0;;SP5004_89401_89395;3663938626253
SP5004;Ladie's linen knit short-sleeved jumpsuit;Organic Khaki;S;89401;89396;0;;SP5004_89401_89396;3663938626277
SP5004;Ladie's linen knit short-sleeved jumpsuit;Organic Khaki;M;89401;89397;0;;SP5004_89401_89397;3663938626291
SP5004;Ladie's linen knit short-sleeved jumpsuit;Organic Khaki;L;89401;89398;0;;SP5004_89401_89398;3663938626314
SP5004;Ladie's linen knit short-sleeved jumpsuit;Organic Khaki;XL;89401;89399;0;;SP5004_89401_89399;3663938626338
SP5008;Ladies' linen dress shirt;Organic Khaki;XS;92088;92083;39;;SP5008_92088_92083;3663938624396
SP5008;Ladies' linen dress shirt;Organic Khaki;S;92088;92084;15;;SP5008_92088_92084;3663938624389
SP5008;Ladies' linen dress shirt;Organic Khaki;M;92088;92085;116;;SP5008_92088_92085;3663938624372
SP5008;Ladies' linen dress shirt;Organic Khaki;L;92088;92086;120;;SP5008_92088_92086;3663938624365
SP5008;Ladies' linen dress shirt;Organic Khaki;XL;92088;92087;0;;SP5008_92088_92087;3663938625935
SP5008;Ladies' linen dress shirt;White;XS;92089;92083;58;;SP5008_92089_92083;3663938624433
SP5008;Ladies' linen dress shirt;White;S;92089;92084;88;;SP5008_92089_92084;3663938624426
SP5008;Ladies' linen dress shirt;White;M;92089;92085;168;;SP5008_92089_92085;3663938624419
SP5008;Ladies' linen dress shirt;White;L;92089;92086;150;;SP5008_92089_92086;3663938624402
SP5008;Ladies' linen dress shirt;White;XL;92089;92087;6;;SP5008_92089_92087;3663938625942
SP501;Ladies' Oversize Linen Shirt;Linen;XS;96274;96269;0;;SP501_96274_96269;3663639139090
SP501;Ladies' Oversize Linen Shirt;Linen;S;96274;96270;0;;SP501_96274_96270;3663639139120
SP501;Ladies' Oversize Linen Shirt;Linen;M;96274;96271;0;;SP501_96274_96271;3663639139151
SP501;Ladies' Oversize Linen Shirt;Linen;L;96274;96272;0;;SP501_96274_96272;3663639139182
SP501;Ladies' Oversize Linen Shirt;Linen;XL;96274;96273;0;;SP501_96274_96273;3663639139212
SP501;Ladies' Oversize Linen Shirt;Raspberry Sorbet;XS;96275;96269;0;;SP501_96275_96269;3663639139106
SP501;Ladies' Oversize Linen Shirt;Raspberry Sorbet;S;96275;96270;0;;SP501_96275_96270;3663639139137
SP501;Ladies' Oversize Linen Shirt;Raspberry Sorbet;M;96275;96271;0;;SP501_96275_96271;3663639139168
SP501;Ladies' Oversize Linen Shirt;Raspberry Sorbet;L;96275;96272;0;;SP501_96275_96272;3663639139199
SP501;Ladies' Oversize Linen Shirt;Raspberry Sorbet;XL;96275;96273;0;;SP501_96275_96273;3663639139229
SP501;Ladies' Oversize Linen Shirt;White;XS;96276;96269;0;;SP501_96276_96269;3663639139113
SP501;Ladies' Oversize Linen Shirt;White;S;96276;96270;0;;SP501_96276_96270;3663639139144
SP501;Ladies' Oversize Linen Shirt;White;M;96276;96271;0;;SP501_96276_96271;3663639139175
SP501;Ladies' Oversize Linen Shirt;White;L;96276;96272;0;;SP501_96276_96272;3663639139205
SP501;Ladies' Oversize Linen Shirt;White;XL;96276;96273;0;;SP501_96276_96273;3663639139236
SP504;Men's linen shirt;Adriatic Blue;XS;92004;91991;23;;SP504_92004_91991;3663938617404
SP504;Men's linen shirt;Adriatic Blue;S;92004;91992;63;;SP504_92004_91992;3663938617374
SP504;Men's linen shirt;Adriatic Blue;M;92004;91995;137;;SP504_92004_91995;3663938617367
SP504;Men's linen shirt;Adriatic Blue;L;92004;91996;121;;SP504_92004_91996;3663938617350
SP504;Men's linen shirt;Adriatic Blue;XL;92004;91999;54;;SP504_92004_91999;3663938617381
SP504;Men's linen shirt;Adriatic Blue;XXL;92004;92000;0;;SP504_92004_92000;3663938617398
SP504;Men's linen shirt;Adriatic Blue;3XL;92004;92003;9;;SP504_92004_92003;3663938617343
SP504;Men's linen shirt;Almond Green;XS;92005;91991;0;;SP504_92005_91991;3663938676029
SP504;Men's linen shirt;Almond Green;S;92005;91992;59;;SP504_92005_91992;3663938438979
SP504;Men's linen shirt;Almond Green;M;92005;91995;262;;SP504_92005_91995;3663938438962
SP504;Men's linen shirt;Almond Green;L;92005;91996;229;;SP504_92005_91996;3663938438955
SP504;Men's linen shirt;Almond Green;XL;92005;91999;149;;SP504_92005_91999;3663938438986
SP504;Men's linen shirt;Almond Green;XXL;92005;92000;48;;SP504_92005_92000;3663938438993
SP504;Men's linen shirt;Almond Green;3XL;92005;92003;60;;SP504_92005_92003;3663938438948
SP504;Men's linen shirt;Amazon Green;XS;92006;91991;18;;SP504_92006_91991;3663938617473
SP504;Men's linen shirt;Amazon Green;S;92006;91992;87;;SP504_92006_91992;3663938617442
SP504;Men's linen shirt;Amazon Green;M;92006;91995;250;;SP504_92006_91995;3663938617435
SP504;Men's linen shirt;Amazon Green;L;92006;91996;252;;SP504_92006_91996;3663938617428
SP504;Men's linen shirt;Amazon Green;XL;92006;91999;110;;SP504_92006_91999;3663938617459
SP504;Men's linen shirt;Amazon Green;XXL;92006;92000;42;;SP504_92006_92000;3663938617466
SP504;Men's linen shirt;Amazon Green;3XL;92006;92003;20;;SP504_92006_92003;3663938617411
SP504;Men's linen shirt;Anthracite Grey;XS;92007;91991;9;;SP504_92007_91991;3663938617541
SP504;Men's linen shirt;Anthracite Grey;S;92007;91992;119;;SP504_92007_91992;3663938617510
SP504;Men's linen shirt;Anthracite Grey;M;92007;91995;262;;SP504_92007_91995;3663938617503
SP504;Men's linen shirt;Anthracite Grey;L;92007;91996;274;;SP504_92007_91996;3663938617497
SP504;Men's linen shirt;Anthracite Grey;XL;92007;91999;149;;SP504_92007_91999;3663938617527
SP504;Men's linen shirt;Anthracite Grey;XXL;92007;92000;31;;SP504_92007_92000;3663938617534
SP504;Men's linen shirt;Anthracite Grey;3XL;92007;92003;9;;SP504_92007_92003;3663938617480
SP504;Men's linen shirt;Black;XS;92008;91991;23;;SP504_92008_91991;3663938617619
SP504;Men's linen shirt;Black;S;92008;91992;67;;SP504_92008_91992;3663938617589
SP504;Men's linen shirt;Black;M;92008;91995;171;;SP504_92008_91995;3663938617572
SP504;Men's linen shirt;Black;L;92008;91996;150;;SP504_92008_91996;3663938617565
SP504;Men's linen shirt;Black;XL;92008;91999;54;;SP504_92008_91999;3663938617596
SP504;Men's linen shirt;Black;XXL;92008;92000;11;;SP504_92008_92000;3663938617602
SP504;Men's linen shirt;Black;3XL;92008;92003;13;;SP504_92008_92003;3663938617558
SP504;Men's linen shirt;Burnt Brick;XS;92009;91991;18;;SP504_92009_91991;3663938617688
SP504;Men's linen shirt;Burnt Brick;S;92009;91992;63;;SP504_92009_91992;3663938617657
SP504;Men's linen shirt;Burnt Brick;M;92009;91995;194;;SP504_92009_91995;3663938617640
SP504;Men's linen shirt;Burnt Brick;L;92009;91996;186;;SP504_92009_91996;3663938617633
